"Subject" "Activity Label" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA" "NA"
"11" 3 3 0.276568176617089 -0.0189999887050316 -0.108260989332278 -0.589312511466456 -0.489642024560127 -0.663661382835443 0.730575602848101 0.0526165608677215 0.138720325677215 -0.974896999018987 -0.956329749493671 -0.955121803924051 0.0827327243022468 0.00715447013050633 -0.00722408302474683 -0.659368065048734 -0.608824999346519 -0.842331499651899 -0.0542674964607911 -0.0565196613218354 0.0866286316886851 -0.739754524476899 -0.702923976962025 -0.724800462405063 -0.0807014910886076 -0.0496694985221519 -0.0478338817330696 -0.781614706518987 -0.867878938607595 -0.79537253914557 -0.541866667845253 -0.611882773824051 -0.541866667845253 -0.611882773824051 -0.679710688028481 -0.664326209167722 -0.627688647648734 -0.696098805793354 -0.826570429462025 -0.866366476170886 -0.619389597343671 -0.531110938194177 -0.74915320636076 -0.579306694812658 -0.501707285812975 -0.650218800190823 -0.225528352711392 0.0305088070405063 0.0488867816132278 -0.676728875267722 -0.632427753922468 -0.825341045537975 -0.672220833238924 -0.609463644292089 -0.858122326455696 -0.08747391738 -0.246135436762975 -0.100131239403671 -0.709758255439873 -0.776156721582278 -0.708596671993671 -0.751596669731013 -0.670405677117405 -0.755775909208861 -0.113367692546392 -0.184352700021519 -0.0811256827212658 -0.611091374549051 -0.673392188914557 0.125903352330832 -0.656160853464557 -0.677077620098101 0.160254671889778 -0.756976341740506 -0.710664995916456 -0.110878220634589 -0.864265625727848 -0.878781624746835 0.119070576994304
"12" 5 2 0.27358635 -0.018414048233364 -0.106744675334375 -0.5839302538775 -0.52219513440375 -0.699524355959375 0.699155204975 0.02974846401625 0.0327897916723125 -0.96742725425 -0.96058925109375 -0.947300691125 0.0704247720125 0.0052062262285625 0.000811495846525001 -0.582313890190625 -0.571457828675781 -0.7925024329375 -0.0628750993787188 -0.058690980594375 0.0961576304994375 -0.727872848045625 -0.73480617521875 -0.671063688309375 -0.0730277288253125 -0.0437919682825 -0.0574410633110312 -0.709755296434375 -0.81097580859375 -0.749378065540625 -0.559645448956563 -0.5746751202425 -0.559645448956563 -0.5746751202425 -0.63005791117 -0.566155846659688 -0.63157940064875 -0.68465165109575 -0.77723143903125 -0.78605261921875 -0.578865315879375 -0.523446026919063 -0.72676034271875 -0.586904176983438 -0.553220034826562 -0.71024377353125 -0.182771587819906 0.0450567762228125 0.0695411048328125 -0.598986879631219 -0.591401024909719 -0.7753027275625 -0.602888871734688 -0.579249893525469 -0.80846574121875 -0.044816560483625 -0.203601834394062 -0.098276741662625 -0.661286860024688 -0.74450364078125 -0.657391547646875 -0.750375598803125 -0.733228321125 -0.7082329205 -0.084121890695625 -0.106945756100406 -0.064934859784375 -0.55945685415375 -0.65084249204875 0.0773145587467031 -0.564063596003437 -0.571360627780312 0.124572317832188 -0.717076268308125 -0.719279851184375 -0.0445932783807187 -0.78955996005625 -0.79706366890625 0.0707434626473125
"13" 6 5 0.275902230327217 -0.0176299395703976 -0.109227962761774 -0.624944112095107 -0.448807698342661 -0.587545102862997 0.71005044758104 -0.041847911706422 0.0450326681220489 -0.967285516360856 -0.953560222201835 -0.938999998348624 0.0794787933816361 0.00398793399260856 -0.012480687056211 -0.639105736482875 -0.569732099628685 -0.728612007229358 -0.0562309830386789 -0.0621842425017737 0.098776253655841 -0.715285035207951 -0.646032333801223 -0.643400008428135 -0.0881527156987768 -0.0439305406584098 -0.0582892465899083 -0.715840383125382 -0.719321913391437 -0.712760453116208 -0.540021466821407 -0.597341381328746 -0.540021466821407 -0.597341381328746 -0.625556935475841 -0.610561544459541 -0.581430451349847 -0.636686620247706 -0.712890971027523 -0.712454093108563 -0.638960045067584 -0.493462334329786 -0.629952317967278 -0.62067878733945 -0.462574909208869 -0.59937324683104 -0.223170003867278 -0.0354120042159939 0.0482614401697248 -0.660318029943119 -0.603370539876453 -0.711002225346177 -0.649777066300346 -0.562161224215933 -0.744972758562691 -0.0257376445475229 -0.239671476700612 -0.120223596775413 -0.658769039356881 -0.647519631691437 -0.620535011544343 -0.734840657798165 -0.650883998296942 -0.685831109816514 -0.113440893779511 -0.0824879960333333 -0.00538889902060856 -0.590075062299388 -0.665412535749235 0.0841433484648318 -0.607585772631804 -0.617417725522355 0.184718667622936 -0.652574855902141 -0.692176414792049 0.0606328899514985 -0.712461805403364 -0.733539938585627 0.156512908115933
"14" 7 4 0.270234811643963 -0.0163541260717957 -0.101759815599195 -0.611823388339938 -0.375528544647802 -0.295055892971734 0.672101606337461 -0.111492681412694 -0.159988920551084 -0.941628291362229 -0.94314798695356 -0.917344564086687 0.0744092318478947 0.00491923961588854 -0.00172064007644272 -0.641936309221238 -0.586352956643653 -0.656900899445758 1.2479745294118e-05 -0.0962393476185758 0.0612242144736842 -0.728752379495356 -0.399042964561765 -0.364722549034675 -0.107432700046523 -0.0432277108999659 -0.0453019204789164 -0.78636181501548 -0.698270604588235 -0.638358240856966 -0.45416124265387 -0.475070425111765 -0.45416124265387 -0.475070425111765 -0.609031950960062 -0.604994742643622 -0.416958597483251 -0.471515579962848 -0.700715792269659 -0.727403471489164 -0.619650703306811 -0.455626004245511 -0.44136093896904 -0.609568667546594 -0.377765700364396 -0.276766277682322 -0.319008985860372 -0.150885150072755 -0.104685741486687 -0.654366386018266 -0.598591503814242 -0.618766762558824 -0.661422573609598 -0.602061124968731 -0.694459880678328 -0.148833505980495 -0.303601637340557 -0.237319331327245 -0.699260094123839 -0.504923189569195 -0.424156848687926 -0.740143244591331 -0.348806106472353 -0.407901449090402 -0.241303726079567 -0.347540962970898 -0.211848301770279 -0.49131365276161 -0.549368712256656 -0.0578418194247368 -0.596800892687461 -0.619001575220433 0.136443395825077 -0.543212981926625 -0.516864275483963 -0.140715728860681 -0.718039668954675 -0.760836194495356 0.0894496067562848
"15" 8 6 0.278193920878049 -0.0164599981676524 -0.112433178737805 -0.556634744339329 -0.481849336949909 -0.705537637253049 0.688846271695122 0.102544877942073 0.0364265680415549 -0.968851899420732 -0.95644223875 -0.947238980060976 0.0776809751792683 0.00481801059172866 -0.00477275006541159 -0.624224847829268 -0.594561352618262 -0.825996010204268 -0.0282075681067988 -0.0767084362515854 0.0909643903591463 -0.696932075728659 -0.709242356935366 -0.721877942134146 -0.0961825068783537 -0.0440486316828354 -0.0556569301332317 -0.731582735609756 -0.854133772987805 -0.795777966219512 -0.527261087579756 -0.557218054237012 -0.527261087579756 -0.557218054237012 -0.654930428263628 -0.625995264351524 -0.617959834704573 -0.676012075291768 -0.805391458902439 -0.837384867743902 -0.583906555219512 -0.507965144345457 -0.741784238692073 -0.547223520535366 -0.501686194257774 -0.711173735234756 -0.21876421461128 0.0499674939047134 0.0397292130688719 -0.643640203294512 -0.609671887530183 -0.805757842783537 -0.637806943019665 -0.606064219055579 -0.845241459268293 -0.048240705902875 -0.19816314262439 -0.0742422910155488 -0.664482024283232 -0.761095958292683 -0.711308724737805 -0.709390385859756 -0.685010180256707 -0.751714733292683 -0.142663678905671 -0.218960150476829 -0.0594867961242683 -0.563128789058994 -0.623655350942073 0.0590421230977134 -0.615116303174695 -0.64348096530122 0.15968479117561 -0.732846825823171 -0.696051656573171 -0.146269663121984 -0.836996647439024 -0.849962137317073 0.0960758384503963
"16" 11 1 0.277872082259563 -0.0158485987052186 -0.107446573666667 -0.668120972588251 -0.649745637155191 -0.603803069872404 0.700820870226776 -0.0605589933961749 0.0399383305360656 -0.971157715245902 -0.964562488797814 -0.945322979896175 0.0775377634554645 0.00877356322475137 -0.00125280733487705 -0.727768684289617 -0.735006405393443 -0.767795604188798 -0.0120409603910929 -0.0717561564363388 0.0729003895519126 -0.799445871666667 -0.809816109234973 -0.737490417797814 -0.107356550866831 -0.0416956234513388 -0.0539048933660383 -0.858130082595628 -0.869413010437158 -0.836861361202186 -0.616073636807076 -0.661604937486339 -0.616073636807076 -0.661604937486339 -0.725168213027322 -0.719536553593716 -0.717935155956284 -0.784343473770492 -0.860297125819672 -0.874614637131148 -0.70082501332541 -0.671423415514098 -0.660978139034754 -0.656938510468251 -0.661630980178962 -0.605628800279781 -0.238025224288251 -0.0284397288810383 0.0273006985178415 -0.744577527185792 -0.748551626469945 -0.75222048213388 -0.734682080028361 -0.738367990810383 -0.782014851737705 -0.0324936428131148 -0.19442907859459 -0.172279905317213 -0.789647737118579 -0.815694888579235 -0.756111364699454 -0.804917396393443 -0.809090948387978 -0.756879894713115 -0.138504608743033 -0.160166041219945 -0.0537724270409563 -0.666861450186612 -0.712576580956557 0.0564374761704918 -0.713068309061339 -0.729742469671312 0.221101204488634 -0.816786009781421 -0.80158622584153 -0.0523752784961749 -0.872614664972678 -0.886324040355191 0.154079833878989
"17" 14 3 0.274026510836957 -0.0175576783036685 -0.109138508564864 -0.608429978327255 -0.566959208105652 -0.660603964369022 0.698992045380435 -0.0138767973641304 -0.0166445406942935 -0.971784056684783 -0.958929080380435 -0.949069342309783 0.0813796803402174 0.00847584753230978 0.00273827669755435 -0.682534069442935 -0.668677441859783 -0.813356015923913 -0.0147881339332174 -0.0838450314426033 0.0772410048917663 -0.758898213913043 -0.764909242119565 -0.720744214087772 -0.107745930354076 -0.0390550744176359 -0.0509457302749185 -0.788311123233696 -0.826009875652174 -0.808270654211957 -0.568367974501467 -0.636107951263315 -0.568367974501467 -0.636107951263315 -0.696442704572011 -0.693892033772554 -0.676130119289538 -0.750283722597826 -0.810439578396739 -0.825242260543478 -0.65173000879981 -0.601709721640679 -0.718950175983696 -0.593500947580978 -0.576880529704891 -0.656649556601902 -0.225530762402446 0.00512095288399456 0.00763392072728261 -0.71659872583288 -0.694740853467391 -0.802538783315217 -0.676498929533424 -0.663139836744022 -0.822826877907609 -0.0792661179244565 -0.162597076312554 -0.161594855529402 -0.72858978397962 -0.77479980625 -0.726843419945652 -0.769946575791848 -0.761370912798913 -0.745111889350544 -0.0817785716280163 -0.107013069526223 -0.0316802273483152 -0.646189507218207 -0.687579309885326 0.0355929600352446 -0.697510890324728 -0.69255196925163 0.216652668951739 -0.769596395461957 -0.782372085217391 0.00493677318019022 -0.829136041820652 -0.833662112581522 0.232073828254076
"18" 15 2 0.276320285576923 -0.0172808817996365 -0.107960348076923 -0.694595792115385 -0.626962313013736 -0.70151592510989 0.71684246521978 -0.0158384961401099 0.0900320265741758 -0.98012307543956 -0.969445474587912 -0.959285116565934 0.0774955665392857 0.012954084579272 0.000737914317316484 -0.734596239093407 -0.732945191895604 -0.847199414945055 -0.0373126978451923 -0.0675986982399725 0.0909412417197802 -0.804528532343407 -0.777197540824176 -0.74551584967033 -0.0945191612162637 -0.0443771788986264 -0.0569491264908791 -0.842787608516483 -0.883934877582418 -0.838567969175824 -0.658292380384615 -0.689527081337912 -0.658292380384615 -0.689527081337912 -0.753858523296703 -0.745156966664835 -0.714688484450549 -0.775668127137363 -0.859801686428571 -0.888457966346154 -0.714194790906593 -0.663562076785714 -0.761137653186813 -0.687836471620879 -0.632667521519231 -0.694804349387363 -0.209791009899651 0.0140548059442308 0.0028769690366511 -0.749967220302198 -0.744079589065934 -0.832962346593407 -0.742480120164835 -0.739190758846154 -0.860123093104396 -0.0684336362961538 -0.210508149060357 -0.122065310138462 -0.787662098456044 -0.816163528406593 -0.75581369032967 -0.812196584052198 -0.759542491950549 -0.76629971293956 -0.111450010013874 -0.243505586636456 -0.0878848519186813 -0.697644487425824 -0.733754477692308 0.090128727292033 -0.742269618865385 -0.750130401813187 0.223443405156162 -0.816081972197802 -0.789740049774725 -0.054992439568956 -0.884551084285714 -0.902113603491758 0.193737186711621
"19" 16 5 0.269653033133333 -0.0181989140515861 -0.118541427321606 -0.574324895946972 -0.506785166825972 -0.648766341251389 0.475190254555556 0.096192604 0.232179572083972 -0.957937460083333 -0.959125097388889 -0.941398378444444 0.0775373782794167 0.0118168118960876 -0.00196133847973611 -0.570586313479417 -0.570743768987778 -0.705127906496389 -0.0380832070013178 -0.0674458180761111 0.0885374304336944 -0.637718683603333 -0.643469081365861 -0.645321064828056 -0.0898154521111111 -0.0387568655725833 -0.0570314163731389 -0.618454014578889 -0.725628412818333 -0.686308413081583 -0.531133422944694 -0.599089462236306 -0.531133422944694 -0.599089462236306 -0.5758982692125 -0.601197089149722 -0.548537909715556 -0.609647919156944 -0.683067702768889 -0.725247334036944 -0.586598614958639 -0.521444181387556 -0.646762530172917 -0.570622999350278 -0.530782507605694 -0.679835795026111 -0.213376611590056 0.0719375978383889 0.161167595499389 -0.592597024730167 -0.5960867962425 -0.680685741680556 -0.586532749814167 -0.572127922989111 -0.728329724165528 0.00235537643027778 -0.1593814047765 0.00272006792846389 -0.552864193470556 -0.640760638845556 -0.602186176651722 -0.666057550461 -0.649833300903333 -0.694430594991667 -0.0304145566012778 -0.194976211523333 -0.0415204149661944 -0.55578399974575 -0.689567028530556 0.116740152913544 -0.575341970478944 -0.640379006968889 0.230574015268056 -0.635781700076944 -0.661997706729167 -0.0190265194291667 -0.719118707863889 -0.753952876941667 0.129400398695
"20" 17 4 0.268430011881356 -0.0175331663151695 -0.107952329087006 -0.604812530553107 -0.36952578085904 -0.634659197903955 0.628081940935028 -0.0372237075847458 0.10685886058387 -0.958209704858757 -0.952683709322034 -0.940979451937853 0.0798056222519774 0.00219339870101695 -0.00431469212269209 -0.627023345403107 -0.527142209943503 -0.747173055892655 -0.0242798728875424 -0.0789342927504237 0.085446816329548 -0.684462063432203 -0.573422384719463 -0.527285518475706 -0.0950764626660734 -0.0413502293830509 -0.0542322009644068 -0.698219486275424 -0.6841300385 -0.636674974912994 -0.517207025079876 -0.572354123285311 -0.517207025079876 -0.572354123285311 -0.619611241735028 -0.588434973089068 -0.516692784080791 -0.579775275132994 -0.683960215943503 -0.683296717673446 -0.612593156830791 -0.426478273215085 -0.664822127814689 -0.603122025083107 -0.381767259837571 -0.647431865988701 -0.228060153049435 -0.00906906687412429 0.0787213279706582 -0.652194097863641 -0.557768988176554 -0.732621314014124 -0.634634649831638 -0.525862008700452 -0.760344510737288 -0.0945714931479661 -0.29561800144709 -0.174102337887571 -0.626251295770621 -0.590842440116299 -0.51845395920904 -0.704381752923729 -0.567294466887853 -0.575008373487288 -0.152589402111384 -0.198789575091299 -0.138596241859661 -0.560209631059605 -0.648386010034746 0.0625659421635311 -0.584396167184294 -0.597100943932373 0.0865993868388701 -0.606786270739605 -0.635563948545198 -0.0684644422839548 -0.69247164422435 -0.694437372075706 0.0495187366032768
"21" 19 6 0.277533630620098 -0.0176825381576471 -0.108425131965931 -0.672471434142157 -0.565495069576495 -0.669856327343137 0.645939196215686 -0.0747629836151961 0.0328051642647059 -0.965913394044118 -0.969307949044118 -0.953585020392157 0.0821675548061274 0.00350819993290735 -0.0105431143845343 -0.699981926852843 -0.66546485438013 -0.781892869326127 -0.0281305501533971 -0.0785935212868382 0.0856847095544118 -0.796156650257353 -0.765361610588235 -0.701856271587794 -0.100415685095098 -0.040461740603 -0.0532123822985049 -0.792824493436274 -0.816231252058824 -0.812373689387255 -0.620486802078186 -0.660372670872549 -0.620486802078186 -0.660372670872549 -0.703610722619853 -0.680393129419608 -0.694100948340686 -0.761714821196569 -0.808149795637255 -0.82446798379902 -0.693705579546078 -0.593872603070588 -0.707758148065931 -0.665457795901961 -0.578554633743627 -0.67588584356299 -0.231266120055549 0.0393594563207255 0.0490783638854583 -0.716705701033824 -0.678954876228922 -0.767427207976961 -0.709904558927451 -0.674337822444363 -0.794985937693235 0.0157048544119608 -0.163700793320343 -0.114630296377966 -0.752226424460784 -0.75985531785049 -0.709851746838235 -0.810943606066176 -0.771552019019608 -0.728454904068873 -0.0912442705840686 -0.188618217248064 -0.0246781729345588 -0.658959055004902 -0.714419405931618 0.0843705444275735 -0.680127047873088 -0.683975139428186 0.244719732858039 -0.776942142867647 -0.793461903215686 -0.00714099775245098 -0.826664485514706 -0.83528626372549 0.204570150664363
"22" 21 1 0.27477457409595 -0.0168576275354642 -0.108763885717445 -0.546270825424081 -0.491690675774237 -0.655157536172897 0.609455580872274 0.0320734646685358 0.235605097718287 -0.958514218691589 -0.957444676738629 -0.939125909442368 0.0790684810947352 0.0150174526339252 -0.00746665112174455 -0.585327653497819 -0.560700219709034 -0.760486224890966 -0.00797077297364486 -0.0951283893401869 0.0812749720847352 -0.696007626823364 -0.783957914984424 -0.654560873747664 -0.10916874506109 -0.0382433178890343 -0.0583836031400623 -0.70902858094704 -0.859832243426791 -0.742315855548287 -0.504269771309408 -0.596224418795078 -0.504269771309408 -0.596224418795078 -0.609936958707165 -0.590174259947383 -0.637699643347041 -0.676315130865109 -0.794661685856698 -0.826488887102804 -0.595183985710592 -0.508581881383801 -0.687349469404984 -0.529102151196885 -0.516097138846106 -0.66559962561838 -0.181592880603486 0.0380300364065109 0.0808927051096573 -0.604596800597819 -0.574557479646417 -0.739728746292835 -0.602811689543458 -0.57659311526415 -0.780259818971963 0.0666007030147975 -0.178970555882243 -0.0467297239096573 -0.639704433638629 -0.791248355046729 -0.643402811096573 -0.715056329922118 -0.781975159158878 -0.690791442451713 -0.164283836669377 -0.199073075098692 -0.050379872903053 -0.574586868872274 -0.674133891002492 0.103172169657857 -0.585727748151402 -0.599710659269782 0.161846514492212 -0.728097376915888 -0.699549852401869 -0.131192484435826 -0.830172688691589 -0.83561208317757 0.120301913930218
"23" 22 3 0.273573681934409 -0.0195309896201613 -0.109058514885242 -0.622588733735753 -0.532109567180215 -0.450899285721774 0.662091643252688 0.01418729175 0.0526833786928495 -0.964331404704301 -0.960392749677419 -0.934290003870968 0.0779182251569624 0.0200450349032124 -0.00069018572866129 -0.608146000191129 -0.618918095464516 -0.603126406748952 -0.0219771942179839 -0.0826726359452957 0.0747510493646505 -0.755846987365591 -0.500649777026882 -0.609753009913172 -0.0968260287817204 -0.0433452338489247 -0.0621877711026344 -0.728604775860215 -0.54609242440457 -0.740391428978495 -0.532890669839516 -0.565690664044839 -0.532890669839516 -0.565690664044839 -0.586407362461828 -0.558725378111022 -0.544401992632312 -0.542071376348925 -0.623459253751344 -0.573857722268925 -0.599059204575806 -0.548467876793011 -0.490467159625 -0.633842989974194 -0.554532496205081 -0.475140603608522 -0.207923127038387 0.0313389341952554 0.0931915376927151 -0.617485275288441 -0.628149683822849 -0.578952914644086 -0.635018640964785 -0.63694473188871 -0.627614634641935 0.0179433786172043 -0.122541117489409 -0.110278302427419 -0.685131048642473 -0.497990672408333 -0.61766775611828 -0.779335397747312 -0.50822550179543 -0.644235269898656 -0.0229167283323925 -0.0569019185021505 -0.0204649587174731 -0.529106220569624 -0.657173280794086 0.116689048791398 -0.542685193032796 -0.583806732076075 0.202455676947876 -0.534708979963172 -0.632436900537097 0.156422377413978 -0.584045559756452 -0.593631309148387 0.169613771894892
"24" 23 2 0.276761997197368 -0.0176963470946263 -0.108097754076316 -0.674667424236053 -0.581506111277895 -0.635844256528947 0.694252433236842 0.0735115441631579 0.0625384968368421 -0.975276670078947 -0.960804204710526 -0.955790623868421 0.0784829996792105 0.0038436653228079 -0.00710423103434211 -0.739753439578947 -0.685266264831053 -0.735941405081579 -0.0212415036181579 -0.0783344686315789 0.084250199805 -0.775860233123684 -0.763185211921053 -0.707608884773684 -0.0996441303795263 -0.0389626462307895 -0.0552628299568421 -0.764148715032632 -0.792439576 -0.796383578421053 -0.619254224202368 -0.650110787199211 -0.619254224202368 -0.650110787199211 -0.713072511094737 -0.688847841186842 -0.681931180284211 -0.742799629123684 -0.79129580331579 -0.788768744526316 -0.706935139552632 -0.610630504251579 -0.655273323098158 -0.663519980098211 -0.593700624953947 -0.654723505292105 -0.264946485697895 -0.0192177015807895 0.0807883279316579 -0.751728762578947 -0.702975716492105 -0.719221906226316 -0.750848912763158 -0.687563313576316 -0.751194525894737 -0.0585755597102632 -0.232006323950211 -0.141097954409474 -0.722258313084211 -0.753493185026316 -0.708859419947368 -0.793727119631579 -0.771816380710526 -0.735164807710526 -0.0508195179452895 -0.0972225371997368 -0.0560291175816842 -0.649403570016632 -0.705274089150789 0.0223863950714211 -0.696293954871053 -0.6819216408775 0.199591299274211 -0.753929971631579 -0.781944306368421 0.0197331178724211 -0.794772113368421 -0.795966156263158 0.162587892608368
"25" 25 5 0.275221359630318 -0.0193334657701222 -0.109584978449878 -0.716233815298289 -0.531298631152812 -0.646882451669927 0.672544216332518 0.0473423929119804 0.238886000001296 -0.949961958557457 -0.901009378665037 -0.880550030290954 0.0817809641843765 0.00630423025762836 -0.0102763699346968 -0.796778590171149 -0.722523526625917 -0.860586162811736 -0.00279808393887531 -0.0841556190477995 0.0999266806550856 -0.682867441288509 -0.752129199731051 -0.747287887017115 -0.108402144097751 -0.0391476804611247 -0.0556489463476284 -0.768412607726161 -0.902576281393643 -0.83185854408313 -0.583254183797066 -0.658981096393643 -0.583254183797066 -0.658981096393643 -0.783404816528117 -0.780389021418093 -0.625372571740587 -0.684801783228117 -0.849540748997555 -0.872629480611247 -0.748377464180929 -0.599943720444988 -0.738355993422983 -0.705196903694866 -0.528923245127139 -0.629986765254034 -0.306720870505623 -0.109805589316528 -0.0764469708897799 -0.804100589804401 -0.740596656992665 -0.849396880733496 -0.807671042713936 -0.721718341823961 -0.870487813447433 -0.110779512219315 -0.348906020142958 -0.235950899707262 -0.671804072843521 -0.813028021858191 -0.746725017017115 -0.690177237273839 -0.723432680464548 -0.771085081246944 -0.208272380752812 -0.351010130912201 -0.1367161556478 -0.694981671589242 -0.695340604146699 -0.0429738292146944 -0.77912016797066 -0.783491513838631 0.167945871329071 -0.753920813007335 -0.696897136723716 -0.222019627831345 -0.875801553520782 -0.87760725804401 0.0467176102106601
"26" 26 4 0.273053666092092 -0.0161883909096148 -0.107783863334184 -0.623208582239796 -0.586088857520153 -0.705117690153061 0.615146094642857 0.108469250007653 0.233727107495408 -0.9679160725 -0.95966590957398 -0.955567871173469 0.0808160551137755 0.00793618132517857 -0.00716380138921939 -0.682976112942092 -0.678505608948472 -0.778515441581633 -0.0209628029341837 -0.0823196199705102 0.0910629801621173 -0.767068522201531 -0.80089673627551 -0.703575486385204 -0.0986649651440816 -0.0403904552327296 -0.0556435212639745 -0.732823928573469 -0.836287008443878 -0.773286905306122 -0.601033416344133 -0.620369121497449 -0.601033416344133 -0.620369121497449 -0.695040385816327 -0.677681941902551 -0.695090805614796 -0.752427571082398 -0.798518664056122 -0.818671298494898 -0.651232038800765 -0.610585251709694 -0.724242962385204 -0.613590221808674 -0.600370327606888 -0.718591643214286 -0.221924858647959 0.0360104778576531 0.142081371219793 -0.699568665974235 -0.696849165239286 -0.769773050102041 -0.694466949208163 -0.680463577934694 -0.786166775076531 -0.0222129682507653 -0.16770299136824 -0.0849786048635969 -0.703688660227041 -0.799592999464286 -0.689705435997449 -0.787736213609694 -0.803844199336735 -0.736122431556122 -0.0162928611008418 -0.100131060663138 0.00179008103262755 -0.631864388831888 -0.673876534572194 0.0870997060053061 -0.679516741163265 -0.67830200147602 0.182226738558163 -0.771063950867347 -0.783140042438776 -0.0117563743217628 -0.824260554719388 -0.824352565994898 0.14888970597036
"27" 27 6 0.277282113696808 -0.0166613777108109 -0.110580634974734 -0.660864335111702 -0.630254154562766 -0.683183230478723 0.627184614787234 0.0320717947234043 0.141197262580675 -0.974559207978723 -0.97237614731383 -0.959176848962766 0.076817421193617 0.00593400592829521 -0.00513142738558511 -0.700370008639362 -0.674563738289495 -0.783488019760638 -0.060729898715133 -0.0551539717232447 0.109023818618617 -0.795677700981383 -0.801728658537234 -0.673924105375 -0.0892352959968005 -0.045353617852367 -0.0586221696659574 -0.82065130518617 -0.837054380132979 -0.782630364468085 -0.627792311008245 -0.677795073574468 -0.627792311008245 -0.677795073574468 -0.70163038174867 -0.695775541570213 -0.693738656322074 -0.754395612185638 -0.822775320718085 -0.83687722990984 -0.681312093647872 -0.641044923753989 -0.715332680925532 -0.654562494178191 -0.649320664882979 -0.692162734606383 -0.170976555220479 0.0962411129495745 0.134462129048138 -0.714378545413564 -0.694294381265692 -0.768394901587766 -0.712689131236702 -0.675515474756649 -0.797200111329787 -0.0118065174186702 -0.116425018735372 -0.0680552224994681 -0.768228074031915 -0.795030864353457 -0.702478075401596 -0.806147713409574 -0.808532212579787 -0.697006051327128 -0.0891553708560638 -0.0514393882228191 -0.00555098269253989 -0.667024514851064 -0.734858268789096 0.192237689006277 -0.688349333997074 -0.707299273389894 0.245622093358511 -0.785587158882979 -0.777590876625 0.0120901976140691 -0.837252000944149 -0.847945086789894 0.20298973003633
"28" 28 1 0.277507948717277 -0.0193021122900785 -0.109807743622513 -0.649119040941361 -0.573762514127225 -0.685911520157068 0.623829901858639 -0.146875190005236 -0.0469124120159686 -0.973955761256544 -0.960575985942408 -0.946391990078534 0.0807528559790576 0.013982027803822 0.000962259140507853 -0.680928980653927 -0.651755025227749 -0.800976320942408 -0.064644520595733 -0.047233947153034 0.100889905007592 -0.740174365040838 -0.741554386007853 -0.669831128596597 -0.0880601412560209 -0.044503069693534 -0.0608040076753665 -0.720730118361257 -0.82526793117801 -0.770001918795811 -0.610173999490838 -0.635917023217539 -0.610173999490838 -0.635917023217539 -0.689542032890052 -0.687860603339529 -0.648629216273298 -0.710958089805497 -0.789493780277487 -0.805966969162304 -0.654250457989529 -0.585069756448953 -0.715263829641361 -0.647879578272251 -0.595201834108063 -0.695823833717278 -0.217567227572513 -0.066665007471466 0.0181569362277487 -0.686838625630105 -0.670844893518586 -0.7791908035 -0.704178564060209 -0.654991757548953 -0.821794719502618 -0.0343604349005236 -0.278810158483222 -0.125616819699084 -0.674367798821989 -0.747421185209424 -0.673677813199738 -0.761892770890052 -0.741027415104712 -0.700279713404712 -0.153148133453351 -0.272090622564136 -0.0918046291409162 -0.628886165546597 -0.697057962233246 0.0176949374848429 -0.675570020965183 -0.70659562541623 0.175128882659424 -0.738069671440838 -0.743676795390052 -0.124882093910707 -0.807102803062827 -0.818673119790576 -0.0020434510126178
